"STATION","NAME","DATE","AWND","PRCP","PSUN","SNOW","TAVG","TMAX","TMIN","TOBS","TSUN","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT11"
"USW00014739","BOSTON, MA US","2016-12-06","7.61","0.00",,"0.0","39","44","34",,,,,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-07","7.61","0.08",,"0.0","40","42","36",,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-08","10.96","0.00",,"0.0","39","43","34",,,,,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-09","16.11","0.00",,"0.0","34","37","25",,,,,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-10","11.86","0.00",,"0.0","26","29","21",,,,,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-11","7.38","0.02",,"0.2","26","35","20",,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-12","11.18","0.42",,"0.7","36","44","29",,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-13","10.51","0.00",,"0.0","38","43","35",,,,,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-14","11.18","0.00",,"0.0","38","42","27",,,,,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-15","21.92","0.00",,"0.0","27","32","14",,,,,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-16","14.09","0.00",,"0.0","13","21","4",,,,,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-17","7.16","0.53",,"4.3","26","36","21",,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-18","17.45","0.11",,"0.0","44","57","33",,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-19","11.41","0.00",,"0.0","27","33","19",,,,,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-20","8.28","0.00",,"0.0","24","34","18",,,,,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-21","11.41","0.00",,"0.0","35","45","29",,,,,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-22","7.83","0.02",,"0.0","35","39","31",,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-23","10.96","0.00",,"0.0","39","46","35",,,,,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-24","11.63","0.38",,"0.0","40","45","35",,,"    1",,,,,,"    1",,
"USW00014739","BOSTON, MA US","2016-12-25","11.86","0.00",,"0.0","40","45","27",,,,,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-26","10.29","0.01",,"0.0","30","48","24",,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-27","19.91","0.00",,"0.0","51","58","39",,,,,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-28","10.74","0.00",,"0.0","39","42","32",,,,,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-29","11.41","1.16",,"0.4","35","43","29",,,"    1",,"    1",,"    1",,,,
"USW00014739","BOSTON, MA US","2016-12-30","17.67","0.00",,"0.0","36","41","30",,,,,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-31","14.09","0.07",,"0.0","31","42","26",,,,,,,,,,,
